area,bedrooms,bathrooms,stories,parking,age,city_tier,country,city,location,mainroad,furnishingstatus,price
1699,5,4,1,0,11,1,UAE,Dubai,urban,yes,furnished,856300
1465,1,1,2,1,40,2,Australia,Canberra,urban,yes,semi-furnished,493200
1356,5,4,4,0,33,3,USA,Dallas,suburban,yes,unfurnished,532600
2169,3,3,3,3,4,4,Pakistan,Multan,suburban,no,furnished,98600
2101,5,4,1,1,10,1,Nepal,Kathmandu,suburban,no,semi-furnished,191300
1930,1,1,3,2,1,1,Colombia,Bogota,urban,yes,furnished,401900
2331,1,1,4,3,17,3,Russia,Sochi,urban,yes,semi-furnished,375200
1373,3,3,1,1,52,3,Poland,Wroclaw,prime,yes,semi-furnished,195900
1089,4,3,1,3,14,1,India,Delhi,rural,yes,furnished,160700
1460,4,3,2,1,32,4,Indonesia,Semarang,urban,yes,furnished,129800
1416,4,4,1,1,27,4,Germany,Leipzig,urban,no,unfurnished,357100
467,5,4,3,3,19,1,Singapore,Singapore,rural,yes,semi-furnished,1023000
1445,4,4,3,0,20,3,Peru,Arequipa,prime,yes,semi-furnished,251400
2518,5,4,2,2,36,3,Australia,Adelaide,urban,yes,furnished,714200
2321,1,1,2,0,45,4,Nepal,Biratnagar,prime,yes,unfurnished,73600
2141,2,1,3,2,26,2,India,Hyderabad,suburban,yes,semi-furnished,142900
1886,1,1,3,1,0,3,Saudi Arabia,Dammam,suburban,yes,semi-furnished,292900
2742,3,2,3,3,17,2,Switzerland,Basel,urban,yes,unfurnished,1344300
1111,2,1,1,1,14,3,Indonesia,Bandung,suburban,yes,unfurnished,115000
1173,4,4,3,0,21,1,UAE,Dubai,rural,yes,unfurnished,415000
2531,3,3,3,3,42,4,Colombia,Barranquilla,suburban,yes,furnished,133700
1818,3,3,3,2,37,3,USA,Dallas,rural,no,semi-furnished,399700
1364,4,3,2,2,56,4,Pakistan,Faisalabad,urban,yes,semi-furnished,47900
2159,5,4,4,0,38,3,Colombia,Cartagena,urban,no,semi-furnished,185500
1515,1,1,1,1,17,3,Ireland,Cork,urban,no,semi-furnished,453600
1256,2,2,3,0,55,3,Brazil,Porto Alegre,suburban,yes,furnished,113800
1238,3,2,1,3,59,2,Poland,Krakow,rural,yes,furnished,148300
2009,1,1,4,2,47,3,Argentina,Rosario,urban,yes,semi-furnished,165200
1934,5,4,4,1,6,1,China,Shanghai,urban,yes,semi-furnished,947200
2786,2,2,3,0,44,4,Kenya,Nakuru,prime,yes,furnished,163900
1611,1,1,3,2,33,3,Saudi Arabia,Dammam,suburban,yes,furnished,149500
1600,3,2,1,0,47,3,Mexico,Cancun,urban,yes,unfurnished,150200
2736,1,1,1,3,29,3,Brazil,Belo Horizonte,prime,yes,furnished,311400
2441,2,2,1,0,1,3,Netherlands,Eindhoven,urban,yes,unfurnished,715400
1894,4,3,1,1,58,1,China,Beijing,urban,yes,unfurnished,460300
785,2,1,2,2,58,4,South Korea,Gwangju,suburban,yes,semi-furnished,146200
1272,5,4,1,0,41,2,Canada,Montreal,suburban,yes,furnished,432100
1115,2,2,4,3,57,2,Indonesia,Bali,suburban,no,semi-furnished,105200
1824,1,1,3,2,13,1,Japan,Tokyo,suburban,yes,semi-furnished,809800
1470,3,2,3,2,13,3,China,Chongqing,prime,no,unfurnished,504300
2842,1,1,3,0,40,4,Turkey,Bursa,suburban,yes,unfurnished,145800
779,4,4,1,2,50,1,Russia,Moscow,suburban,no,furnished,221800
1045,3,2,2,3,1,2,Netherlands,The Hague,suburban,no,semi-furnished,640000
1959,1,1,1,1,22,3,India,Lucknow,suburban,yes,semi-furnished,85100
2139,2,1,1,3,37,2,Norway,Bergen,urban,no,unfurnished,745100
350,5,4,2,0,42,3,Pakistan,Rawalpindi,suburban,yes,unfurnished,46200
672,5,4,2,2,22,3,South Korea,Incheon,urban,no,unfurnished,379600
1629,4,3,2,3,15,4,Germany,Dresden,urban,no,furnished,497600
2681,5,4,3,2,25,2,Switzerland,Bern,prime,yes,semi-furnished,1559500
3027,1,1,3,0,56,3,UAE,Sharjah,rural,yes,unfurnished,150100
1531,4,4,2,1,37,2,Germany,Hamburg,urban,yes,semi-furnished,514300
1689,1,1,1,2,53,1,South Africa,Johannesburg,rural,yes,semi-furnished,176100
1256,3,2,2,0,19,3,Indonesia,Surabaya,suburban,yes,semi-furnished,139700
2212,1,1,2,1,48,4,Brazil,Salvador,suburban,yes,furnished,116400
2794,2,1,1,2,24,1,Sri Lanka,Colombo,prime,no,semi-furnished,335500
2616,1,1,3,1,3,3,Turkey,Antalya,suburban,yes,semi-furnished,235100
1781,2,2,2,1,56,3,Bangladesh,Gazipur,prime,yes,unfurnished,84500
1255,4,4,4,2,4,4,Egypt,Aswan,urban,yes,furnished,168900
1805,4,3,1,2,22,4,Bangladesh,Rajshahi,rural,yes,semi-furnished,77300
2698,5,4,4,0,31,2,Netherlands,Rotterdam,urban,yes,unfurnished,1016600
1540,5,4,2,0,52,2,Canada,Ottawa,suburban,yes,furnished,462800
620,1,1,2,2,52,2,France,Lyon,urban,yes,furnished,287800
1566,5,4,2,3,19,4,Vietnam,Hai Phong,urban,yes,semi-furnished,153500
1619,2,1,2,1,13,3,Brazil,Curitiba,rural,yes,semi-furnished,161500
616,5,4,1,1,30,2,USA,Chicago,suburban,yes,semi-furnished,531600
1951,5,4,4,0,7,4,Australia,Darwin,suburban,yes,semi-furnished,514100
2129,5,4,2,0,9,3,South Korea,Incheon,rural,no,semi-furnished,450100
3009,3,3,4,1,27,3,USA,Houston,urban,yes,unfurnished,922200
934,4,4,4,3,24,3,Japan,Fukuoka,urban,no,semi-furnished,407500
2275,3,3,3,3,56,1,USA,Seattle,suburban,yes,furnished,802100
2428,1,1,2,3,19,1,Poland,Warsaw,urban,yes,unfurnished,516600
2138,3,2,3,1,56,3,Canada,Quebec City,rural,no,semi-furnished,308800
1146,2,1,2,0,46,1,Canada,Vancouver,prime,no,semi-furnished,543800
1108,1,1,3,3,55,1,UK,Cambridge,urban,no,semi-furnished,391200
1863,1,1,4,0,3,2,France,Nice,prime,no,semi-furnished,998600
1859,2,1,3,0,30,1,Canada,Toronto,rural,no,furnished,585600
1436,4,3,2,3,25,2,Japan,Yokohama,urban,yes,unfurnished,658100
2640,5,4,4,0,56,3,Germany,Dusseldorf,rural,no,unfurnished,328400
1540,5,4,1,2,59,1,Saudi Arabia,Riyadh,urban,yes,unfurnished,360800
569,4,4,3,3,58,1,Nigeria,Lagos,suburban,yes,semi-furnished,114400
1654,5,4,4,3,42,1,Philippines,Makati,urban,yes,furnished,355100
2112,2,1,3,0,54,3,Colombia,Cali,urban,yes,unfurnished,126100
2022,5,4,2,0,35,2,Egypt,Giza,suburban,no,furnished,162600
2017,5,4,4,0,26,4,Pakistan,Faisalabad,prime,yes,semi-furnished,115000
2771,1,1,1,1,52,4,Bangladesh,Rangpur,urban,yes,unfurnished,63700
1075,2,1,4,3,15,4,UK,Sheffield,prime,yes,furnished,609500
1525,2,2,2,0,6,2,UK,Edinburgh,suburban,yes,semi-furnished,672800
2804,1,1,2,0,45,1,USA,Seattle,urban,yes,furnished,1133700
521,1,1,2,1,42,4,Chile,Concepcion,rural,no,unfurnished,50000
1765,5,4,4,2,15,4,Pakistan,Faisalabad,urban,yes,semi-furnished,96600
2599,1,1,2,1,12,3,Ireland,Galway,suburban,yes,furnished,517300
2589,4,3,2,0,21,1,UAE,Abu Dhabi,urban,no,furnished,649700
2229,5,4,3,3,48,3,Sri Lanka,Galle,urban,yes,semi-furnished,118400
2246,4,4,1,3,32,3,Saudi Arabia,Medina,urban,yes,unfurnished,296700
1123,3,3,2,1,40,3,Nigeria,Port Harcourt,suburban,no,unfurnished,89900
2693,1,1,1,2,51,3,Greece,Thessaloniki,suburban,yes,furnished,208200
1020,3,3,3,1,2,4,Pakistan,Quetta,urban,no,semi-furnished,73100
1059,2,1,1,1,28,4,India,Nagpur,suburban,yes,semi-furnished,58200
2052,5,4,3,3,47,2,USA,Miami,urban,yes,unfurnished,841900
1480,5,4,2,1,4,3,Chile,Valparaiso,suburban,no,unfurnished,258500
1934,2,1,1,3,30,2,New Zealand,Wellington,rural,yes,unfurnished,394100
2080,1,1,4,1,34,2,UK,Manchester,urban,yes,unfurnished,594300
2956,5,4,2,0,35,4,Turkey,Bursa,suburban,yes,furnished,207400
2082,5,4,2,1,4,3,Bangladesh,Sylhet,rural,yes,unfurnished,106900
1398,5,4,1,1,9,1,Italy,Milan,suburban,no,furnished,731700
2240,4,3,4,3,14,1,Kenya,Nairobi,prime,no,semi-furnished,424200
1259,3,3,4,2,27,2,India,Noida,urban,yes,unfurnished,143700
2394,2,2,1,1,6,3,Switzerland,Lugano,urban,no,unfurnished,904500
1842,1,1,2,0,47,4,India,Patna,rural,yes,furnished,42800
2060,5,4,1,0,34,2,China,Nanjing,urban,no,furnished,566000
643,5,4,3,1,51,4,Greece,Heraklion,urban,no,unfurnished,129700
350,5,4,1,1,14,3,Argentina,Rosario,urban,yes,unfurnished,135500
824,3,3,2,0,46,2,Japan,Osaka,suburban,yes,unfurnished,300100
2935,5,4,3,1,36,2,Brazil,Brasilia,urban,yes,unfurnished,381100
1054,1,1,4,0,45,3,Sri Lanka,Kandy,prime,yes,furnished,73700
2276,3,3,4,1,39,3,Colombia,Cartagena,urban,yes,furnished,181800
1383,1,1,2,3,7,4,Egypt,Luxor,prime,yes,semi-furnished,124400
1644,3,3,1,1,28,2,Netherlands,The Hague,rural,no,furnished,486500
1771,1,1,3,0,14,1,Egypt,Cairo,suburban,yes,unfurnished,235500
2868,2,2,2,0,0,3,Netherlands,Eindhoven,prime,no,furnished,1086800
2180,3,2,2,0,2,3,Bangladesh,Narayanganj,suburban,yes,unfurnished,117200
2050,1,1,4,3,1,3,Chile,Valparaiso,urban,yes,semi-furnished,324400
2643,1,1,2,3,13,3,Sri Lanka,Negombo,urban,no,furnished,141800
1388,5,4,3,0,28,3,Sweden,Uppsala,urban,yes,furnished,553100
2494,2,2,3,1,42,3,Japan,Sapporo,prime,yes,semi-furnished,676000
2386,5,4,2,0,12,1,Bangladesh,Dhaka,urban,no,semi-furnished,271600
2378,2,2,4,0,34,4,Mexico,Puebla,rural,yes,semi-furnished,127400
1699,1,1,2,3,28,4,Greece,Heraklion,urban,yes,unfurnished,187200
1516,1,1,3,1,39,1,Italy,Rome,suburban,yes,furnished,452500
1235,4,3,3,1,34,2,Morocco,Marrakesh,prime,yes,semi-furnished,197300
1275,1,1,4,3,8,1,UAE,Dubai,suburban,no,semi-furnished,441200
1204,5,4,2,1,27,3,Italy,Turin,suburban,no,semi-furnished,377600
2038,2,1,1,3,30,2,USA,Portland,rural,no,unfurnished,513900
1652,4,3,3,2,32,1,China,Shenzhen,urban,yes,furnished,724100
2080,3,2,1,0,24,4,Kenya,Nakuru,urban,yes,furnished,117500
2117,1,1,4,2,57,2,New Zealand,Queenstown,urban,no,semi-furnished,370100
1111,4,3,4,1,52,3,Argentina,Rosario,urban,no,unfurnished,113000
1092,1,1,1,1,37,3,France,Marseille,urban,yes,semi-furnished,291800
1651,4,3,1,2,1,4,Italy,Palermo,prime,yes,furnished,643700
1296,3,3,3,3,11,4,UAE,Al Ain,urban,no,furnished,303600
1228,2,1,3,2,14,2,France,Nice,urban,no,furnished,685200
2902,5,4,4,3,9,4,Egypt,Aswan,rural,yes,furnished,152800
803,2,1,1,1,15,1,UK,Cambridge,suburban,yes,furnished,665800
3115,2,1,1,1,57,4,Russia,Kazan,prime,no,furnished,237200
1988,4,3,2,3,35,1,Indonesia,Jakarta,rural,yes,furnished,291800
2441,2,1,1,0,58,4,UK,Belfast,suburban,yes,semi-furnished,270300
2364,3,3,4,0,27,2,USA,Chicago,suburban,yes,furnished,944500
2201,4,4,3,1,27,4,Qatar,Al Wakrah,urban,yes,unfurnished,415200
2880,5,4,3,0,37,3,Saudi Arabia,Medina,suburban,no,furnished,246900
1096,5,4,3,0,51,3,Egypt,Sharm El Sheikh,suburban,no,unfurnished,89000
1698,1,1,3,2,0,4,Nigeria,Kano,prime,yes,semi-furnished,191900
1246,5,4,2,1,38,1,Philippines,Makati,suburban,no,furnished,204300
698,3,2,1,0,47,3,Sri Lanka,Galle,rural,no,unfurnished,38900
1370,5,4,4,1,2,1,Ireland,Dublin,urban,yes,furnished,1343300
3017,2,1,3,3,19,1,Norway,Oslo,urban,yes,unfurnished,1417200
1687,3,3,1,1,46,4,Turkey,Adana,suburban,yes,furnished,113300
3089,5,4,1,1,23,1,India,Gurgaon,rural,no,unfurnished,230600
3156,5,4,1,0,22,2,Australia,Canberra,prime,yes,semi-furnished,1652300
3747,4,3,4,1,6,2,Japan,Osaka,suburban,no,furnished,1246600
3039,4,4,1,2,34,4,Peru,Trujillo,suburban,yes,semi-furnished,129100
3333,1,1,4,1,39,2,Italy,Florence,suburban,yes,furnished,640300
2011,4,4,4,2,53,1,USA,Los Angeles,urban,no,semi-furnished,946100
1948,3,2,1,1,26,1,Mexico,Mexico City,urban,yes,semi-furnished,318300
1992,1,1,1,2,31,2,Netherlands,The Hague,urban,yes,furnished,649700
1800,5,4,4,3,31,1,New Zealand,Auckland,rural,yes,furnished,785200
1897,3,3,3,3,35,2,Germany,Stuttgart,suburban,no,semi-furnished,566400
2289,4,3,4,3,6,4,USA,Detroit,suburban,yes,semi-furnished,775100
1497,1,1,4,0,48,4,Pakistan,Faisalabad,urban,yes,furnished,55500
905,2,2,1,1,4,4,Egypt,Aswan,urban,yes,unfurnished,91400
2036,5,4,1,0,48,4,Egypt,Aswan,urban,yes,semi-furnished,105400
1350,5,4,4,2,35,1,India,Gurgaon,urban,no,furnished,168200
1417,1,1,1,1,37,3,Australia,Gold Coast,urban,yes,unfurnished,351800
1707,5,4,4,0,25,1,Singapore,Singapore,urban,yes,furnished,1562400
1558,2,2,4,1,2,3,USA,Charlotte,urban,yes,unfurnished,765800
2522,2,1,2,2,6,1,Australia,Melbourne,urban,yes,furnished,1192600
1692,5,4,2,0,52,2,Indonesia,Bali,suburban,no,furnished,179500
2554,3,3,4,1,22,3,USA,Phoenix,urban,no,furnished,940500
1934,4,3,2,1,37,2,Turkey,Ankara,suburban,no,furnished,233500
1742,1,1,1,2,24,2,USA,Chicago,suburban,no,furnished,631100
1903,4,3,3,0,32,1,Brazil,Rio de Janeiro,urban,yes,furnished,376500
960,2,1,2,1,26,1,Malaysia,Kuala Lumpur,suburban,no,furnished,180500
2020,4,3,3,2,50,3,Argentina,Cordoba,urban,yes,furnished,160900
2352,4,4,4,2,57,3,Norway,Trondheim,suburban,yes,unfurnished,417100
2444,1,1,1,1,22,4,Vietnam,Hai Phong,suburban,yes,unfurnished,106600
921,5,4,1,2,38,3,Argentina,Cordoba,rural,yes,furnished,135900
813,2,2,4,2,5,4,Russia,Kazan,urban,no,furnished,179200
1451,2,2,4,1,59,2,India,Chennai,suburban,yes,furnished,86800
2700,4,4,4,2,15,1,Morocco,Casablanca,suburban,no,semi-furnished,361400
1944,5,4,1,0,2,2,Netherlands,Rotterdam,prime,yes,unfurnished,1077400
1296,5,4,1,1,54,3,USA,Phoenix,rural,yes,unfurnished,333100
856,3,3,2,0,5,3,Qatar,Al Rayyan,suburban,yes,furnished,300700
1355,2,1,1,3,47,1,UK,London,urban,no,semi-furnished,523800
1311,5,4,2,1,13,2,Saudi Arabia,Jeddah,prime,yes,furnished,468900
2408,2,2,3,0,29,3,Germany,Cologne,urban,yes,unfurnished,552900
2458,4,4,3,2,59,3,Mexico,Tijuana,suburban,no,unfurnished,131100
1118,2,1,2,2,49,2,Canada,Ottawa,urban,no,semi-furnished,302200
2290,2,2,2,3,3,3,Spain,Seville,suburban,yes,semi-furnished,476300
2223,3,3,2,2,52,3,Bangladesh,Cox's Bazar,urban,no,unfurnished,92500
1033,5,4,3,3,40,2,India,Noida,prime,no,unfurnished,132700
1746,2,1,1,0,48,3,Peru,Arequipa,rural,no,unfurnished,68400
2022,4,4,1,1,21,4,Australia,Hobart,urban,yes,furnished,463100
1906,1,1,3,0,59,1,China,Shanghai,suburban,no,semi-furnished,323900
688,4,4,3,1,24,2,Italy,Florence,suburban,yes,semi-furnished,426800
1885,2,1,1,0,57,3,Egypt,Alexandria,suburban,yes,furnished,80200
2214,1,1,3,1,50,4,Bangladesh,Comilla,urban,yes,furnished,63400
2827,3,3,2,2,33,3,New Zealand,Christchurch,urban,no,unfurnished,572900
1365,2,2,4,1,13,3,China,Chengdu,prime,yes,semi-furnished,435100
1445,4,4,3,1,40,2,India,Chennai,suburban,yes,furnished,131500
1664,1,1,2,2,9,4,Germany,Dresden,rural,yes,furnished,254300
1989,2,2,4,3,59,1,Australia,Melbourne,urban,yes,furnished,647100
1863,2,2,3,0,27,3,Canada,Quebec City,urban,yes,semi-furnished,496700
2193,2,1,1,2,54,4,South Korea,Daejeon,urban,no,semi-furnished,262700
1069,1,1,3,3,22,3,Sweden,Malmo,rural,yes,unfurnished,262200
2058,2,2,3,0,28,2,France,Lyon,urban,yes,furnished,713500
1318,1,1,4,1,25,3,Ireland,Galway,suburban,yes,semi-furnished,402200
1707,4,3,1,1,13,4,India,Indore,suburban,yes,semi-furnished,91400
2910,3,3,4,3,59,1,Philippines,Makati,urban,yes,furnished,320200
891,2,1,2,0,9,2,South Korea,Suwon,urban,yes,furnished,485200
1618,4,3,3,3,51,4,Australia,Darwin,suburban,no,furnished,310900
971,5,4,1,2,8,3,Malaysia,Johor Bahru,urban,yes,unfurnished,223800
1899,3,2,1,0,7,2,Colombia,Medellin,prime,yes,semi-furnished,278300
2481,2,2,4,3,1,1,Japan,Tokyo,urban,no,unfurnished,1522700
1910,3,3,3,3,51,2,India,Hyderabad,rural,no,semi-furnished,89100
1724,4,4,2,2,45,1,Chile,Santiago,urban,yes,semi-furnished,349100
2663,1,1,1,1,46,2,Germany,Stuttgart,suburban,yes,semi-furnished,440900
2015,2,1,4,1,31,3,Australia,Gold Coast,urban,no,semi-furnished,522200
2333,3,2,1,3,12,3,China,Xi'an,prime,yes,unfurnished,649300
2265,4,4,1,0,27,4,Vietnam,Hai Phong,urban,no,furnished,147000
350,3,2,1,1,48,4,Australia,Darwin,prime,yes,unfurnished,191300
1750,4,3,3,3,0,3,USA,Nashville,urban,yes,furnished,902400
1099,5,4,2,3,35,2,Japan,Kyoto,urban,no,unfurnished,491500
1261,1,1,3,0,28,1,China,Beijing,urban,no,unfurnished,376000
2758,3,2,1,3,9,3,UK,Liverpool,urban,yes,unfurnished,982200
1556,2,2,3,2,0,2,Morocco,Marrakesh,rural,yes,unfurnished,196800
3030,1,1,4,3,19,3,Pakistan,Rawalpindi,urban,yes,unfurnished,134700
885,1,1,4,0,41,1,USA,Los Angeles,suburban,yes,unfurnished,513500
1096,4,4,4,3,20,4,Nepal,Biratnagar,prime,yes,unfurnished,75100
2296,3,3,4,1,59,1,USA,Seattle,prime,yes,unfurnished,1062400
1578,2,1,4,1,18,1,Argentina,Buenos Aires,urban,no,furnished,380300
2000,5,4,4,0,53,4,Malaysia,Ipoh,urban,yes,semi-furnished,143600
1727,2,2,4,2,45,4,Russia,Yekaterinburg,prime,no,furnished,227100
1707,3,3,1,0,11,2,Italy,Venice,prime,yes,semi-furnished,661300
1602,5,4,1,1,15,3,India,Ahmedabad,suburban,no,semi-furnished,129900
1917,4,3,4,0,38,1,UK,London,rural,yes,unfurnished,821500
2217,4,4,2,2,6,1,Canada,Toronto,suburban,yes,unfurnished,1136600
2849,2,1,4,2,15,1,Peru,Lima,suburban,yes,semi-furnished,400500
1668,5,4,3,2,36,4,Brazil,Salvador,prime,yes,furnished,227700
1544,3,3,2,1,32,4,Poland,Lodz,suburban,yes,unfurnished,129000
1460,2,1,3,3,30,1,USA,Washington DC,suburban,yes,furnished,851600
2755,4,3,2,2,27,3,Indonesia,Surabaya,urban,yes,furnished,238300
2249,3,3,1,0,4,4,Greece,Heraklion,suburban,yes,unfurnished,288900
566,1,1,2,0,15,3,Pakistan,Rawalpindi,urban,no,furnished,51000
537,1,1,3,0,59,3,Japan,Kobe,prime,yes,furnished,204600
1260,1,1,3,3,32,1,Brazil,Sao Paulo,prime,yes,semi-furnished,317300
1950,1,1,2,1,19,3,Thailand,Chiang Mai,prime,yes,semi-furnished,218400
1778,2,1,1,0,40,2,India,Noida,prime,yes,furnished,170100
2135,2,1,1,1,29,2,China,Nanjing,suburban,yes,semi-furnished,386800
1686,2,2,1,3,41,2,France,Nice,rural,yes,unfurnished,353800
2708,5,4,3,3,42,2,Italy,Venice,prime,yes,furnished,876700
2302,5,4,2,1,10,3,Poland,Wroclaw,suburban,yes,semi-furnished,332500
1850,5,4,3,1,12,2,Portugal,Porto,suburban,no,semi-furnished,561400
2544,1,1,3,1,1,1,Switzerland,Geneva,prime,yes,furnished,2376200
728,3,2,4,1,34,1,China,Shenzhen,urban,yes,semi-furnished,441500
1745,1,1,1,2,47,4,Pakistan,Sialkot,suburban,yes,semi-furnished,40500
1889,4,3,4,2,34,1,UAE,Dubai,prime,no,semi-furnished,740200
2191,1,1,4,2,39,3,Poland,Wroclaw,urban,yes,unfurnished,244600
685,2,2,2,3,41,2,Italy,Florence,urban,no,semi-furnished,290600
1631,2,1,3,2,27,2,Malaysia,Penang,prime,yes,semi-furnished,334000
2060,3,2,4,2,46,3,Canada,Quebec City,suburban,yes,unfurnished,415800
2110,2,2,1,1,38,3,Spain,Bilbao,urban,yes,furnished,360600
2571,3,2,4,0,21,4,Mexico,Merida,prime,yes,unfurnished,248800
2295,1,1,3,1,53,4,Malaysia,Ipoh,prime,yes,semi-furnished,153800
1760,3,2,3,2,33,3,Canada,Edmonton,urban,no,unfurnished,409500
2239,1,1,2,0,21,3,Israel,Eilat,urban,yes,unfurnished,507200
1669,1,1,4,1,17,4,Nepal,Biratnagar,suburban,no,furnished,61000
1895,1,1,4,0,26,4,USA,Detroit,rural,yes,unfurnished,349900
2317,2,1,4,1,34,3,Peru,Cusco,rural,yes,unfurnished,119900
1771,4,4,4,2,31,4,Malaysia,Kota Kinabalu,suburban,no,unfurnished,156000
2035,2,1,3,1,35,3,Bangladesh,Narayanganj,suburban,yes,semi-furnished,74100
2425,3,3,3,2,41,4,Chile,Concepcion,prime,yes,furnished,269800
2263,4,4,2,2,45,3,Spain,Seville,prime,yes,semi-furnished,497500
2602,4,4,1,1,29,3,Ireland,Galway,prime,yes,furnished,914900
3313,3,2,1,1,54,4,Thailand,Krabi,prime,no,semi-furnished,215700
2257,1,1,2,3,42,3,New Zealand,Christchurch,urban,yes,semi-furnished,379500
1500,4,4,3,2,29,4,Indonesia,Medan,urban,no,semi-furnished,132200
2133,2,2,3,3,16,2,Switzerland,Lausanne,rural,no,furnished,769400
2105,3,2,2,1,2,2,South Korea,Busan,rural,yes,semi-furnished,601400
2199,5,4,2,2,7,2,China,Guangzhou,prime,yes,furnished,946900
2772,1,1,2,1,38,3,France,Marseille,rural,no,semi-furnished,346300
705,1,1,4,3,3,4,USA,Cleveland,suburban,no,furnished,366300
2784,2,2,4,3,0,2,India,Chennai,suburban,no,semi-furnished,229000
3003,3,3,2,1,4,2,Switzerland,Lausanne,urban,yes,semi-furnished,1787100
2169,3,2,3,0,40,1,South Korea,Seoul,rural,yes,unfurnished,541500
2185,2,1,4,1,1,4,Pakistan,Sialkot,urban,no,semi-furnished,109500
1643,5,4,2,0,50,2,Australia,Perth,prime,no,furnished,721600
1804,1,1,2,0,58,3,India,Jaipur,suburban,yes,unfurnished,56000
2254,3,3,3,0,46,3,China,Wuhan,urban,yes,unfurnished,345500
2212,3,2,3,0,45,4,Brazil,Salvador,urban,yes,semi-furnished,152300
2268,4,3,4,2,33,4,Pakistan,Multan,urban,yes,unfurnished,91000
2207,3,3,1,3,32,1,Germany,Munich,rural,yes,furnished,669300
2384,1,1,4,0,12,3,Vietnam,Da Nang,urban,no,semi-furnished,162300
2311,2,1,1,2,15,1,USA,San Francisco,urban,yes,unfurnished,1110500
1134,1,1,2,2,13,3,Peru,Cusco,urban,yes,semi-furnished,141100
2341,3,3,2,0,43,2,Germany,Stuttgart,suburban,no,furnished,531800
3008,5,4,3,2,48,1,China,Shanghai,prime,no,semi-furnished,891300
1783,2,1,3,2,59,4,Brazil,Fortaleza,urban,no,furnished,111600
2775,2,1,1,3,25,4,Brazil,Fortaleza,urban,yes,furnished,213100
1204,3,2,4,0,21,2,China,Hangzhou,suburban,no,unfurnished,315900
1781,1,1,4,0,5,1,India,Mumbai,suburban,yes,unfurnished,190200
1383,5,4,1,1,22,4,Pakistan,Peshawar,urban,yes,semi-furnished,74400
2696,4,3,3,2,31,2,UK,Bristol,suburban,yes,semi-furnished,843500
2866,4,4,4,3,51,1,Turkey,Istanbul,suburban,yes,unfurnished,339100
1736,2,2,1,2,4,1,Morocco,Casablanca,rural,no,furnished,218100
2561,2,1,2,1,23,1,Italy,Rome,suburban,no,unfurnished,779600
2873,3,2,2,0,46,2,New Zealand,Queenstown,rural,yes,unfurnished,435100
1779,2,1,4,2,52,2,Sweden,Gothenburg,urban,yes,unfurnished,516600
1884,1,1,3,2,39,2,New Zealand,Wellington,rural,no,unfurnished,299800
2277,4,3,1,0,10,1,Singapore,Singapore,suburban,no,furnished,1388000
1252,5,4,3,3,33,3,USA,Nashville,urban,no,semi-furnished,561400
1872,2,1,3,1,54,1,Canada,Toronto,suburban,yes,semi-furnished,458700
3193,4,3,3,2,44,3,Chile,Valparaiso,rural,no,furnished,197300
1475,5,4,4,1,8,3,USA,Atlanta,suburban,yes,furnished,781000
2355,4,4,1,1,19,1,Vietnam,Ho Chi Minh City,suburban,no,unfurnished,308200
2140,5,4,2,3,44,1,Germany,Frankfurt,suburban,yes,unfurnished,834900
1694,5,4,1,2,43,3,Philippines,Cebu,urban,yes,unfurnished,150800
1944,2,2,4,0,19,3,France,Bordeaux,rural,no,semi-furnished,323200
2939,1,1,4,1,55,2,Italy,Venice,prime,yes,semi-furnished,586100
2160,5,4,4,1,48,2,USA,Austin,rural,no,unfurnished,587500
2261,4,4,2,3,22,2,China,Suzhou,urban,yes,semi-furnished,488900
2841,1,1,2,0,10,4,New Zealand,Hamilton,rural,no,semi-furnished,286200
1612,5,4,2,1,34,3,UAE,Sharjah,prime,no,unfurnished,347100
1120,1,1,1,1,38,3,Israel,Haifa,rural,yes,furnished,219000
2949,2,2,4,0,1,1,Spain,Barcelona,suburban,yes,unfurnished,994300
1889,5,4,1,1,30,1,Indonesia,Jakarta,rural,no,furnished,299200
2381,2,2,3,2,57,3,UK,Leeds,prime,yes,unfurnished,570400
1304,4,4,1,0,17,4,France,Nantes,suburban,yes,semi-furnished,299900
2053,1,1,1,2,56,1,India,Bangalore,suburban,yes,furnished,100700
1087,3,2,3,1,29,3,Malaysia,Johor Bahru,suburban,no,unfurnished,149000
1841,4,4,1,3,49,4,Bangladesh,Comilla,rural,no,semi-furnished,55400
1379,5,4,1,1,57,3,India,Ahmedabad,urban,yes,furnished,86700
1230,3,2,1,1,50,3,Australia,Gold Coast,urban,yes,furnished,328500
1603,1,1,2,1,45,3,Morocco,Tangier,suburban,no,semi-furnished,81400
350,3,3,1,0,55,2,Germany,Berlin,urban,yes,furnished,259100
1046,4,3,1,3,3,2,Saudi Arabia,Mecca,urban,yes,unfurnished,425000
2309,3,2,1,1,17,2,Switzerland,Basel,urban,yes,semi-furnished,1162400
2026,5,4,4,0,58,4,Germany,Dresden,suburban,yes,unfurnished,259900
1102,2,2,4,0,22,3,Peru,Arequipa,suburban,no,furnished,116600
2156,5,4,2,2,43,3,Pakistan,Rawalpindi,urban,yes,semi-furnished,86500
1229,4,3,3,1,19,2,Australia,Brisbane,urban,yes,furnished,767500
2269,3,3,3,2,15,3,USA,Phoenix,urban,yes,furnished,901500
